text,stalebi,zhossainzadeh,adjudicated
Really enjoyed this book! J.R.R. Tolkien is a really good story teller: his writing style is funny and doesn't bore you. I look forward to seeing the movie - it has a great cast and I already heard a lot of good things about it!,2,2,2
"Excellent plot, shit writing. Geore R. R. Martin's metaphors are factually painful and he's so damned pleased with every outfit he's ever created he just can't WAIT to tell you all about it (in detail, frequently, and at inappropriate moments). Also, strangely obsessed with the breasts of a thirteen year old girl.",2,2,2
"The only reason this is 2 stars instead of 1 star is part 4, which is really what the entire book was leading up to. That was the only reason I wanted to keep reading, everything else was pointless exposition.",2,2,2
I absolutely loved this! These are the socially conscious fairy tales we all need and deserve. Such a good collection and a perfect way to end my Miss Peregrine binge read.,2,2,2
"One of the most beautiful, heartbreaking, thought-provoking books I have ever read hands down. Not much more I can say other than Syvia Plath is so important and she should be celebrated and honored for her voice and the mark she left on literature.",2,2,2
Completely loved the start to this series. It captivated me in a way that reminded me of when I first started the City of Bones series. I loved the characters and this magical world is like nothing I've ever read before. I can't wait to see where this story goes from here.,2,2,2
"I didn't feel like this book was as strong as the first one, but there were still moments that blew me away. I'm not feeling attached to any characters yet but I think that might change soon.",2,2,2
My favorite installment so far! I'm so bad at writing reviews for later books in series but this book was amazing. It had me on the edge of my seat from start to finish and I've grown so attached to all of these characters. I'm so excited to read winter but at the same time I'm so not ready.,2,2,2
Loved this book. I'm just enjoying this whole world and these stories so much. There were so many brilliant and creative bits in this book that just really really made me appreciate Meyer as an author and a genius. I'm so excited to start Cress soon (and for more Thorne).,2,2,2
"4.5 stars, just because I struggled so much with the beginning of this book and it took me a long time to get into it. Once I did get into it, however, I read the last 280 pages in one sitting!",2,2,2
This was a fantastic (yet heartbreaking) conclusion to my favorite duology. Leigh Bardugo proves that you don't need very many books to write a captivating and well-structured series. The ending was bittersweet but still completely satisfying.,2,2,2
J.K. Rowling will always amaze me and is my ultimate hero when it comes to writing. The fact that she can write from so many different personas and create so many unique creatures from nothing is extraordinary to me. I had so much fun reading this book.,2,2,2
"I love Richelle Mead, but this book wasn't as good to me as her Vampire Academy and Bloodlines books. It might just be me-- I don't know if I've ever read a stand-alone dystopian book that I really got into. I prefer the character growth over the span of a series. But I liked the concept of the book and the characters, I just think you can always do so much more with the story if you have more books to work with.",2,2,2
"Really excellent, I think this has been my favorite Shadowhunter Academy installment so far. It was very cute and brought in a lot of characters from The Mortal Instruments, which I always love to see. I think if you ship Malec you'll love this one",2,2,2
"Ally Carter's newest series has everything typical of an Ally Carter book in the best way possible. Carter's books are always fun and full of strong female characters. I think that this series is a little more mature than some of her other series, but it could just be that she has grown as a writer. Overall a great plot and fun characters.",2,2,2
"I read Delirium so many years ago and I can't believe that I didn't want to continue with the series at the time. I'm so glad that I decided to continue on with the series now! I appreciate Oliver's writing now more so than I did before, and I think that the whole concept of this series is absolutely beautiful. This was a great second book. I don't even mind the fact that there is a love triangle because it only seems fitting for a book about love and how it can hurt you, but is ultimately worth the pain. This is one of the best dystopian series around and I would highly recommend it!",2,2,2
"I want to say this book is the final book in the series but I'm not 100% sure. I'm just going to assume it is because everything was wrapped up pretty nicely. Not bad as far as endings go. I often find myself highly unsatisfied by the endings to trilogies in YA books and this one wasn't too bad. And I liked the series as a whole. Now it's time to Netflix the TV series, although I think it's going to be really different from the books!",2,2,2
"I didn't know how much I needed this reread until I started reading this book again. Fangirl is just one of those books that understands you, and I'm so happy that I could read this book as a junior in high school and a junior in college and love it for the same and for different reasons.",2,2,2
"original rating: 5 stars new rating: 3 stars I had a lot more problems with the story and characters this time. It definitly would not be a favorite read if I read it now, but I did love it a lot when I initially read it.",2,2,2
"A cross between Cormac McCarthy The Road and many a Stephen King novel, but not as interesting as either. The ennui wafts off the page like the smell of old cheese. You want to run from the bookstore where you are paging through this black hole of a novel and bolster your sense of purpose with a good hot cup of joe and the laughter of children.",2,2,2
"Great conclusion to a great series! Rowling outdoes the Tolkien in the long forest fugitive scenes, and really packs a punch with the romance!",2,2,2
"It only gets better as the suspense builds in this terrific, mysterious tale of possible double-crossing and virtuousness that delivers the best emotional mix of good versus evil on both a meta- and micro- scale since the Allies versus the Axis in the Second World War.",2,2,2
"A delightful, highly readable stroll through the creation of the OED with some small asides to period London and surgeons in the Civil War. Good for leisurely summer reading.",2,2,2
"Muriel Spark is well out of the politically correct zone in this ""blame the victim"" novelette. In a he-said, she-said world, this is Exhibit Number One in the she-was-asking-for-it Defendant's bar.",2,2,2
"Lemony Snicket delivers once again with this riveting mystery of dastardly plots, idiot guardians and resourceful and heroic children. My boys love this series.",2,2,2
"My sons laughed uproariously several times at this brilliant tale which elegantly combines a saddening death with brilliant wit and comedy. Lemony Snicket has the ticket! ""Blasted Furnaces of Hell!""",2,2,2
"An excellent read for bedtime--much better than most--good new words and pithy explanations--and an interesting story to boot. My younger son is spellbound. and at the end of book 1 I asked him if I should get the next in the series .... ""yes!"" thanks Parenthetical!",2,2,2
"My three year old loved, LOVED, this book so much that afterwards we started role playing, with me as the Station Inspector and him as Hugo Cabret. Highly recommend.",2,2,2
"A well written pot boiler with some interesting social commentary. The homeless former employees of the blue book factory was bittersweet. Well drawn main characters, who we all love to love and hate, in equal measure.",2,2,2
"Starts out strong and powerful and going nowhere but then stretches into an interesting background on the main character's relationship with his father. Loved the car, the girlfriends, the excellent bit of writing on a tennis match. The main character has a wonderful line about life and trains, which I will not ruin for you.",2,2,2
"I teared up when was reading this to my two sons, ages five and three, and recalling the only other time I encountered this book when my mother read it to my sisters and I in the dark of our dining room three blocks from the campus in 1969. Why did I want to read it to my own children when I only heard it read once at age six (or perhaps seven)? I did not remember. I only recalled that there was something in it, some spark of light that needed to be passed on to my children.",2,2,2
"I stopped shortly after his parody of the Jewish professor, which left a bad taste. Perhaps I will try again some day.",2,2,2
"Apologies to all the fans, but I felt like this book was shouting at me. Perhaps it was the fact that I was having to deal with a neighbor who was a member of an organized crime syndicate opposing the construction of my house, and I just needed something more comforting at the time.",2,2,2
"Riveting! Even better than the movie or the Mad comics parody of the movie. It is a brilliant novelization of what surely must have a non-fiction, i.e., historical core. One can easily imagine wacky captains such as Captain Queeg, fading in and out of mono-mania, stern and petulant, crazed and bold.",2,2,2
"Lost me after the sweaty, limestone dust filled rape scene",2,2,2
Most devastating lead in to the end of an affair that I have ever read. Captures like no other the fatalistic core of youthful love. Beautiful description of Taisho era Japanese aristocratic life.,2,2,2
"Well written and brilliantly entertaining. The writing is light and the story moves forward, and she has a sharp wit. This is the best I have read (out of 3) of Austen.",2,2,2
"This novel has a holy shit moment that rends. That and the writing is quite beautiful, almost poetic. A horrible, wonderfully written story about slavery, nostalgically set on the banks of a river in my home state. Worth reading.",2,2,2
"A few choice words for a society rotting at its core. And Metexas has the gall to name his study group The Socrates Society-- check what Socrates means by an examined life, chucklehead.",2,2,2
For the description of the machine of capital alone in the early chapters this book is a stand out. And then later the scene in the farm store.,2,2,2
Wonderful period description of what it was like for British traveling to South America. One of the best descriptions of a fever I have ever read.,2,2,2
"""I had seen nothing sacred, and the things that were glorious had no glory and the sacrifices were like the stockyards at Chicago if nothing was done with the meat except to bury it. There were many words that you could not stand to hear and finally only the names of places had dignity.""",2,2,2
"Stendhal held that politics in a work of art is like shooting at gun in a theater. Well, I hate to disappoint you, Stenny, but my counterpoint is exhibit A, Citizen Kane, and b is Roth's Our Gang. Exhibit C is Black Swan Green, D is Apocalypse Now, E is The Quiet American, and F is One Flew Over the Cuckoo's Nest. I could go on, but I think the point is made.",2,2,2
"A mid-level banker is put through a hellish trial in some bureaucratic attic. But his bosses get off scot-free. Of course, there were never any clear charges, and there is never an arrest. And then there is some dream, was it, about the guard of the door to the wonderful room, and he was afraid to go in--thought he couldn't get past the guard ... I am sorry, I am not expressing myself well here. What I want to say is that there are layers upon layers of meaning here, and plenty of food for thought.",2,2,2
"The rape (its Oates, so no surprise) of a high school daughter breaks this family apart, but then they heal in odd, disfigured ways. Good description of the exteriors and interiors of a rural society like the one I grew up in.",2,2,2
Like reviewing a piece by Mozart. Who am I to judge? This prose is poetry in motion.,2,2,2
"The same scene told from different view points, steam of consciousness writing, all linking together. Like an LSD trip--really takes you away. Read it late at night sipping a little something.",2,2,2
"What a heroine! I could not put this down! Distilled amorallity wrapped up in beauty, a desire for material goods. No, I guess things can not make you happy, but maybe you don't even care.",2,2,2
"I had early given it two stars because of the style of writing. Should have given it a three, because I did like it, and it deserves more for sheer originality--something that is hard to keep in mind after so much time has passed. But this is an ur-text.",2,2,2
"This idiot is a true idiot, in the style of a sort of warmed over Jesus type, but incanting a sort of ""can't we all get along?"" refrain while pining over a girl of questionable morals (for the day) and plotting against a rival. Many funny moments, which keep it going.",2,2,2
"The populist plot summary/marketing plug for this book on the back cover was laughable. There is not much of a plot, but it has internal suffering galore. And a menacing interview with the detective on the case half way through which had all the power of the really old Colombo episodes--the ones done by Steven Spielberg. If you have a conscience, you should enjoy this.",2,2,2
"God is truly in the details with the life and love that shimmers off the pages of your work of art. Rest In Peace, David.",2,2,2
"Great introduction of this world I've been a JLA fan for several years, but somehow never got around to reading this series. After this prequel I'm ready to dive in. I really loved Jas as a character and found her very relatable.",2,2,2
Wow. This book left me feeling utterly wrecked and hopelessly blessed. Full review to come.,2,2,2
"I liked Obsidian, but Onyx was definitely better! At times I was really annoyed with the storyline, and how Katy was ignoring everyone for Blake, but otherwise, no complaints. The cliffhanger was big, so of course I'm looking forward to reading the next one.",2,2,2
"Listened to audiobook. Told from the husband's perspective, the book was uncomfortable to listen to, and would also, I think, be equally uncomfortable to read. Points given for creativity, though, because similar plot lines have been narrated from the wife's point of view.",2,2,2
"Listened to audiobook. Characters are flat and predictable. The writing is uneven and uninspired. While I'm certain this shouldn't bother me as much as it did, what teenager today is named 'Olive'? I felt that every plot point was dealt with superficially, and there were so, so many. Including fewer and explorIng them in more depth might have enhanced the novel.",2,2,2
Listened to audiobook. This story is told in reverse. The plot seemed insubstantial and characters were flat. Not a satisfying read for me.,2,2,2
"Listened to audiobook. The narrator's voice was not a good match, for me, for this type of book. Great plotting. Renee Ballard is a complex and intriguing character.",2,2,2
"An unoriginal story line, poorly written with a predictable outcome. Switching back and forth in time every few pages, at the beginning of the novel and again at the end, were also annoying to me. One more of the far-too-many-already crime novels based on violence against women.",2,2,2
"The problems with this book have been articulately expressed in many reviews. I decided the best way to reach my goal in a reading challenge was to listen to this on eAudiobook. This was a mistake on my part. Ariadne Meyers, narrator for Violet, does a creditable job; Kirby Heyborne, narrator for Finch, sounds far older than a 17 year old and as though this is not an audiobook, but a stage performance of incredible import.",2,2,2
"I was really looking forward to this because I needed a good scare and it's been a long since I'd read a good horror novel. Maybe it's just me, but I wasn't frightened in the least. The story was not bad at all but I didn't really get what I wanted from this book.",2,2,2
Recommended by Don Katz. Avail for free in December: http://www.audible.com/mt/ellison2?so...,1,1,1
Recommended by David Risher,1,1,1
This sounds awesome.,1,1,1
Loved this book.,1,1,1
On loan to Diana Sonn,1,1,1
I would hate to have to see the movie without having read it first...,1,1,1
"A quick read, and probably better than  The Da Vinci Code.",1,1,1
"Well if Melanie says its her BBE, I gotta check it out...",1,1,1
"If steve recommends it, it must be good!",1,1,1
"Maybe it was just not a good time, but I couldn't get through it... I loved  Of Mice And Men though.",1,1,1
A friend of Elizabeth's I met at a party said its a great primer to understanding philosophy...,1,1,1
I loved this book. I agree with Elizabeth - the movie wasn't close. Something about Nicholas Cage trying to do an italian accent?,1,1,1
Listened it on tape on a road trip... thoroughly enjoyed it!,1,1,1
"This is the best harry potter book so far, followed closely by book 6.",1,1,1
"Very rough, action-packed, and super-sexy! Review to follow.",1,1,1
3.5 - 4 stars - full review to come.,1,1,1
"""Loving or warring, it always felt good with her. Although loving was better, because I got to sleep over."" Fantastic addition to Tate and Jared's story! Full review to come.",1,1,1
"4.5 stars!! LOVED this one. And the ending...what??! Great story, could not put this one down. Highly recommended.",1,1,1
4.5 stars! Wow. This book will stay with me for a very long time. Full review to come.,1,1,1
3.5 - 4 stars!! Review to follow for blog tour.,1,1,1
"4.5 stars!! Delicious M/M contemporary romance with absolutely fantastic, VERY Alpha protagonists. Review to follow shortly.",1,1,1
"Deviant, dark and delicious!! I need more Fiona and Deacon as soon as possible. Full review to follow.",1,1,1
4.5 stars!! Review to follow on release day.,1,1,1
Review to follow.,1,1,1
Good debut from this author. Review to come!,1,1,1
"For Cathy's review and an excerpt from the book, go to The Book Bellas",1,1,1
"3.5 stars, review to follow",1,1,1
Epic finale! A must-read. Review to follow on release day.,1,1,1
Review to follow,1,1,1
Hot and sexy! Review to follow on blog tour.,1,1,1
4.5/5 stars! Great rocker romance. Full review to follow. ARC supplied by New GalleyLickKylie Scott,1,1,1
***6 stars!! *** Full review to come. This is a must-read!,1,1,1
"""I bet he f**ks like he drives - a little reckless, pushing all the limits, and in it until the very last lap."" Driven absolutely blew me away! Full review at http://www.thebookbella.com/2013/07/1... DrivenK. Bromberg",1,1,1
Review coming soon!,1,1,1
Read this book. End of. Full review to follow shortly.This Man ConfessedJodi Ellen Malpas,1,1,1
Breathtaking!! Full review on May 28th.,1,1,1
Sexy biker book with a twist (or two!) Review to follow.,1,1,1
Wonderful book! Full review to follow,1,1,1
Nice and angsty! Sexy and very emotional story. Team Ash all the way. But I have a soft spot for Mason!,1,1,1
"4 1/2 stars, a beautifully written book. Full review to follow.",1,1,1
Review to follow.,1,1,1
Review to follow! Love Bren and Six.,1,1,1
"4 1/2 stars, what an emotional roller coaster of a book! Not what I expected! Full review to follow.",1,1,1
Hot and steamy. Review to follow..,1,1,1
Magnificent! Review to follow closer to release day.,1,1,1
4 1/2 D/s stars! With a suspenseful plotline!,1,1,1
Stunning book. Very emotional. Full review to follow. Be prepared to stay up until 4am reading!,1,1,1
"Put this on your list of must reads ASAP. One of my top 5 of 2012. I don't write long reviews but suffice it to say I was up until 3AM finishing this book. Andrew Parrish is my new book boyfriend. Oh, and did I mention the sex is HOT? Beautiful beautiful story.",1,1,1
"A beautiful romance! I read this in 1 day, could not stop reading until I finished Lauren and Caden's story. The sex scenes left me breathless and the story had my heart in its clutches! A must read!",1,1,1
Review to follow,1,1,1
Read. This. Book.,1,1,1
Holy hell. What a ride. My heart was ripped out a couple of times during this book. Madeline Sheehan has left me absolutely speechless. I will post a review after I think about this book for a while. A must-read!,1,1,1
"Fantastic book, couldn't put it down. Hot alpha male, great story and characters! One of the best books of 2012. Can't wait for Book 2.",1,1,1
"6 stars!! I'm DEAD. Full review to come after Release Day, May 14th. Eyes Wide OpenRaine Miller",1,1,1
"One of the best books I have read, not to be missed. Great story and characters. And it's hot",1,1,1
Amazing book. A must-read.,1,1,1
"A must-read. Great characters, story and writing.",1,1,1
Love love love this book. A must-read.,1,1,1
Great book. A must-read.,1,1,1
This book is not only HOT it has a good story!,1,1,1
"Fantastic book. Couldn't put it down. Ranks up there with Bared to You, Gabriel's Inferno and 50 Shades. You will not be disappointed.",1,1,1
GREAT BOOK. A MUST- READ!,1,1,1
"Loved this, loved Knight, but not as much of a detailed story as her other books. Read this one first but like Motorcycle Man better.",1,1,1
OMG can't put it down. Great story,1,1,1
"Can't put it down, re-read it three times",1,1,1
Great Book!! Too short for my liking... but definitely prepare the tissue box near you when you start reading.,1,1,1
great read...,1,1,1
"What an ABSOLUTELY BEAUTIFUL STORY!!!! I have not yet fully recovered my SOB FEST therefore I am not able to give a full review at this time. But I will leave you with one very important suggestion before you pick up this book (which you definitely should) and that is GET TISSUES my friend, you will need it!! "" Jules, Will you Marry me...Someday?"" FUll review Coming Soon...",1,1,1
Review coming soon...,1,1,1
Review to come soon...,1,1,1
Review Coming soon...,1,1,1
Review to come soon...,1,1,1
Review Coming Soon...,1,1,1
Review to come soon....,1,1,1
Review to come soon...,1,1,1
Review to Come soon...,1,1,1
Review to Come soon...,1,1,1
CUTE,1,1,1
"Fun read! But I must say... with that ending, there better be another book coming soon!",1,1,1
Adorable funny story,1,1,1
AWESOME READ!!! Full Review to come....,1,1,1
Review to come soon...,1,1,1
Review to come soon...,1,1,1
What an adorable read!!! (Review Coming Soon),1,1,1
LOVED IT!!!!,1,1,1
AWESOME READ!! FULL REVIEW TO COME,1,1,1
Another awesome KA read! I just can't seem to get enough!! I wish the book was longer because I wanted more of Hop and Lanie.,1,1,1
ABSOLUTELY AMAZING IN A WAY ONLY KA CAN!! Full Review to come!,1,1,1
Absolutely loved it!!!!!! Hello O lol .... Priceless ;),1,1,1
Simply AMAZING!!!!!!!!!!!! Once again Colleen Hoover's love stories leave me speechless and emotional. AWESOME READ!,1,1,1
two words... Absolutely Adorable!!! The love story of Hunter and Taylor was very entertaining and a great read.Simply an awesome Read!,1,1,1
"Ok soooo I was absolutely thrilled and so incredibly sad to read this book! Trilled because I LOVED and MISSED the Rock Chicks and Hot Bunch, but Extremely sad to see the series end. Review to come...",1,1,1
Darker than her other books.,1,1,1
I liked it well enough to want to read the other two.,1,1,1
The book is more of a challenge than I have time for right now. It has come due at the library and I cannot renew it. I'll try again later.,1,1,1
"It has been a long time since I've read a ""dear reader"" style narrative. I found it annoying. But I did want to know who would get the credit for creating the black tulip. That plus it being a group read kept me reading. At least I'd been forewarned not to look for realism.",1,1,1
That was seriously the shortest yet cutest book I have ever read.,1,1,1
And then all of a sudden im for team will. 4.5/5 bc. I wanted more fight scenes :O jem djjqjjujnfhe but will is so s weet omg,1,1,1
"It's a must read. If you're the type of person who wasn't compelled to finish the Mortal Instruments, this book will bring justice.",1,1,1
First Neil Gaiman read,1,1,1
"""He's hot."" Oh my gosh, hahahahaha. 2 stars cause ""it was ok' This book was a fast read and it wasn't really that interesting.",1,1,1
"I want the book now March 18, 2013: The cover is gorg!",1,1,1
charlie is such a cutie.,1,1,1
I FINISHED IT!!!!! THAT WAS A HAPPY ENDING,1,1,1
"April 17, 2014 : Wow that suspense update : April 12, 2014: After 2 years, I'm going to try this book again, now that the trilogy just ended a few days ago. I hope I'll like it more and maybe I'll also get into it. (Probably because I was 12 years old when I was trying to read this...too young.) this book wasn't my type of genre, i suppose ... i got bored, but it did seem interesting and i hope i'll try to read it again.",1,1,1
2 stars because --,1,1,1
Perfect perfect just perfect EVERYONE LOVES FINNICK AND JOHANNA!,1,1,1
"I'm going to read this to finish up my dypstopian book challenge for 2013 but before I even open the book I'm going to predict, right now, that Ky is the person Cassia ends up with.",1,1,1
3.5stars. Not as good as the first one until the middle end of the book but still good none the less. The ending is just as vague and infuriating though (although that could be me just being dramatic).,1,1,1
Markus Zusak made a post about how he enjoyed this book...must check it out now!,1,1,1
"Jeeze, this book was one heck of a ride. 4 stars because there were parts that just seemed to drag along.",1,1,1
"Stopped reading this at page 91. I don't know if it's just the mood I'm in or what, but I could not get into this at all. Disappointing.",1,1,1
Digging the cover. Might check this book out.,1,1,1
Did someone say steam punk? Count me in.,1,1,1
"Umm wow. I haven't enjoyed a short story this much since The Audition...Okay, this definitely attracted my attention.",1,1,1
2.5 stars. The movie would definitely give me nightmares.,1,1,1
"3.5 stars. Man, this book can be pretty depressing...",1,1,1
I loved it. But I think that's because I watched the movie a day before I read the book. Watching the movie beforehand helped me appreciate the novella. And Audrey Hepburn <3.,1,1,1
I love a good mythology book.,1,1,1
"Eh. Took me about a month to read this. Honestly, I was sort of uninterested. It MIGHT have been because I'd just finish playing the Last of Us. Quite frankly, I think that the story works better in video game form.",1,1,1
"Hmm...Tilt, then Triangle and now maybe Tangled?",1,1,1
"props to whoever designed these covers 'cause honestly, I'm in love...with the covers that is. Also maybe this series :). Usually I get sick of that cliche ""love triumphs over all"" kind of romance but I think I'm o.k. when it comes to this series.",1,1,1
"Love the show on Netflix, hopefully the book will be good too.",1,1,1
So much happened in this book.,1,1,1
"UGH. 2018 release date?? WHY. SO CHAOL CAN GET HIS OWN BOOK? I'm obviously the only one here, but I give zero fucks about Chaol. He's such an asshole.",1,1,1
Really strong debut book. It never got boring and I can't wait for McGinnis' next book.,1,1,1
"Cover reminds me of that stock photo that was used as ""Tali's Face"" from ME3",1,1,1
Read this years ago but I'm pretty sure I cried at the ending...,1,1,1
"4.5 stars. Man, can this guy write.",1,1,1
"I want to read this book, especially since I heard the second book is even better, but I just saw that Sarah J. Maas is turning this into a 6-book series instead of a trilogy and the last book is slated for release in 2020... I'm gonna wait a bit because I'm sure it'll be torture to wait.",1,1,1
"Man, oh man. I don't even know what to say about this book. So many things...",1,1,1
This is why kids don't like to read.,1,1,1
"First read this freshman year of high school, and just read it again for my writing class 2nd year of college.",1,1,1
One of the best books in the series I think.,1,1,1
"This one definitely wasn't as good as the second one. Not much happened, really.",1,1,1
"2020..DAFUQ? I'll have graduated college by then and probably have a career...Actually, my main concern is that he might die before he finishes the series...",1,1,1
"I guess I read this but I never rated it? Oh well, until I reread it I'll just give it 3 stars. Original release date is the 27th but I bought it today? What....?",1,1,1
Dat Cover Tho.,1,1,1
"Not worth anywhere near $2. I say it should've been free. Anyways, I adore Ridley and Link and I may ship them more than Ethan and Lena now...",1,1,1
Just bought this book. Bout to read it (in a couple months...) LEGGO!,1,1,1
Hate the cover...,1,1,1
Oh my gosh. Ugh my heart. Rick Riordan you did it again.,1,1,1
I feel as though I should re-read this...maybe soon?,1,1,1
This was much better than the first one.,1,1,1
I loved this book. There simply isn't any way I could write a review that would sum up my feelings.,1,1,1
"Expected a light, easy read and I got just that. And so much more...",1,1,1
"I guess I didn't track this on goodreads when I first read this so I'll just rate it 3 stars, but I have to reread it.",1,1,1
Probably one of the WORST books I have ever read...EVER.,1,1,1
"Kind of sad this is the last book in the VA universe but alas, all good things must come to an end. I really enjoyed this ride. Also, what is it with authors  always bringing back a villain that's supposed to have died or be done with? I mean, it happened in the TMI and a bunch of other works. Just curious.",1,1,1
There's just  something  that prevents the books in this series from getting 5 stars...,1,1,1
"Well, tried to re-read it and couldn't finish. Guess I'll have to try again later.",1,1,1
4.5 stars. Slow at times but still a great read.,1,1,1
"God this novella is depressing...I have to say, I totally saw this coming (although maybe not the gruesome parts)",1,1,1
"I like to call this book the ""mind fuck"" book...",1,1,1
I remember reading this in 5th grade...I shall re-read it one day,1,1,1
3.5 stars. The ending kind of reminded me of Lord of the Flies...,1,1,1
It's 3 in the morning and I'm happy/sad crying. I love this book.,1,1,1
"Aww fluffyness level= max. Oh, and the protagonist has some raging hormones...",1,1,1
Favorite book in the series.,1,1,1
Hey! No pointless love triangle? YES PLEASE! :D,1,1,1
"R.I.P. Ms. Harper Lee, Feb. Thank you for writing one of the great American novels.",1,1,1
"I didn't like it as much as the other Percy Jackson/Heroes of Olympus books, but still it was an easy and enjoyable read.",1,1,1
"2 or 3 stars the book couldn't really capture my attention although the story wasn't boring. (I only read The Turn of the Screw, not The Aspern Papers).",1,1,1
"Should have read it in English, but I couldn't find that version on my e-reader so I just read this version.",1,1,1
I have the Dutch and English book now :) really liked it,1,1,1
"I am rereading the HP serie, this time round I'm reading the English versions.",1,1,1
"Unfortunately, I haven't gotten to read (all) of this book yet. But if it's not even out yet and pissing off white supremacists, you know it's going to be amazing. Get your preorders in now.",1,1,1
Review will be on Boxers as soon as I'm finished.,1,1,1
"A reread, but always enjoyable.",1,1,1
Read for class,1,1,1
I just love Amy Poehler so much,1,1,1
This book was GORGEOUS,1,1,1
There are no words. There will never be sufficient words ever again.,1,1,1
This book is a masterpiece,1,1,1
This was the perfect ending to an amazing series. Not much else I can say but that.,1,1,1
"I think I might have enjoyed this book even more the second time around. I'm even more excited for The Rose and the Dagger to come out on Tuesday now, and I didn't think that was possible.",1,1,1
3.5 or 3.75,1,1,1
Re-read the illustrated edition and completely loved it. Can't wait for the prisoner of azkaban to come out illustrated next year so I can continue the christmas re-reading tradition,1,1,1
very well written ... more later,1,1,1
The lesson here is that you cannot know whether you like something unless you try it. Some senators are not as smart as they think they are.,1,1,1
My oldest child is five. In a few years he will be able to write as well as Dan Brown.,1,1,1
Think hard.,1,1,1
"It is beautiful. I got lost among the flora, but do hope to take this up again some day when the kids are quieter, and the pace of life is slower.",1,1,1
"The sentences, they are beautiful.",1,1,1
I NEED this book like yesterday! Can't wait for this.,1,1,1
3.5 stars Listened to audiobook.,1,1,1
Listened to audiobook.,1,1,1
Listened to audiobook.,1,1,1
3.5 stars Listened to audiobook.,1,1,1
3.5 stars Listened to audiobook.,1,1,1
4.5 stars Listened to audiobook.,1,1,1
Listened to audiobook.,1,1,1
Listened to audiobook.,1,1,1
4.5 stars Review to follow.,1,1,1
3.5 stars Strained credulity.,1,1,1
3.5 stars Listened to audiobook.,1,1,1
Listened to audiobook.,1,1,1
Listened to aufiobook.,1,1,1
Listened to audiobook.,1,1,1
Listened to audiobook.,1,1,1
Notes to follow.,1,1,1
Read ISBN13 as noted above: 978-0-06-241421-2. 353 pages.,1,1,1
Listened to audiobook.,1,1,1
4.5 stars Note: Hardback edition read. 359 pages.,1,1,1
Remarks to follow.,1,1,1
"Would be very interesting to reread, especially after rereading The Great Gatsby.",1,1,1
I have a problem with this book being categorized as Young Adult Fiction because of numerous adult themes.,1,1,1
Rating: 4.5 stars I'm so glad this has a sequel.,1,1,1
Absolutely loved it.,1,1,1
